Etat;Entreprise;Secteur;Période;Devise;Région;Pays;Poste;2020;2021;2022;2023;2024;2025;2026;2027
Ratios de valorisation;SAMSUNG ELECTRONICS CO., LTD.;Téléphones et appareils portatifs - Autres;;KRW en Millions;Asie;Coree Du Sud;FCF Yield;6.3;4.28;4.8;-3.06;8.28;6.58;8.97;12.4
Ratios de valorisation;SAMSUNG ELECTRONICS CO., LTD.;Téléphones et appareils portatifs - Autres;;KRW en Millions;Asie;Coree Du Sud;Taux de rendement;1.75;1.84;2.61;1.84;2.72;2.22;2.23;2.22
Ratios de valorisation;SAMSUNG ELECTRONICS CO., LTD.;Téléphones et appareils portatifs - Autres;;KRW en Millions;Asie;Coree Du Sud;Taux de distribution;36.9;25.0;17.9;67.8;29.2;33.4;25.9;21.7
Prévisionnel;SAMSUNG ELECTRONICS CO., LTD.;Téléphones et appareils portatifs - Autres;Prévisions;KRW en Millions;Asie;Coree Du Sud;EBITDA;Nan;Nan;Nan;Nan;Nan;Nan;Nan;Nan
Prévisionnel;SAMSUNG ELECTRONICS CO., LTD.;Téléphones et appareils portatifs - Autres;Prévisions;KRW en Millions;Asie;Coree Du Sud;Résultat d'exploitation (EBIT);Nan;Nan;Nan;Nan;Nan;Nan;Nan;Nan
Prévisionnel;SAMSUNG ELECTRONICS CO., LTD.;Téléphones et appareils portatifs - Autres;Prévisions;KRW en Millions;Asie;Coree Du Sud;Résultat net;Nan;Nan;Nan;Nan;Nan;Nan;Nan;Nan
Prévisionnel;SAMSUNG ELECTRONICS CO., LTD.;Téléphones et appareils portatifs - Autres;Prévisions;KRW en Millions;Asie;Coree Du Sud;Marge EBITDA (%);26.65;29.66;26.25;16.26;24.05;23.22;25.95;27.31
Prévisionnel;SAMSUNG ELECTRONICS CO., LTD.;Téléphones et appareils portatifs - Autres;Prévisions;KRW en Millions;Asie;Coree Du Sud;Marge EBIT (%);15.2;18.47;14.35;2.53;10.88;9.38;12.41;13.88
Prévisionnel;SAMSUNG ELECTRONICS CO., LTD.;Téléphones et appareils portatifs - Autres;Prévisions;KRW en Millions;Asie;Coree Du Sud;Marge EBT (%);15.35;19.08;15.37;4.25;12.46;10.78;14.03;15.76
Prévisionnel;SAMSUNG ELECTRONICS CO., LTD.;Téléphones et appareils portatifs - Autres;Prévisions;KRW en Millions;Asie;Coree Du Sud;Marge nette (%);11.02;14.04;18.11;5.59;11.17;8.75;10.97;12.13
Prévisionnel;SAMSUNG ELECTRONICS CO., LTD.;Téléphones et appareils portatifs - Autres;Prévisions;KRW en Millions;Asie;Coree Du Sud;Marge FCF (%);11697.14;6434.08;4235.19;-5205.93;7169.21;6783.13;8347.18;10059.57
Prévisionnel;SAMSUNG ELECTRONICS CO., LTD.;Téléphones et appareils portatifs - Autres;Prévisions;KRW en Millions;Asie;Coree Du Sud;FCF / Résultat net (%);106170.95;45841.64;23387.54;-93136.37;64155.57;77477.48;76078.93;82914.42
Prévisionnel;SAMSUNG ELECTRONICS CO., LTD.;Téléphones et appareils portatifs - Autres;Prévisions;KRW en Millions;Asie;Coree Du Sud;ROA;7.14;9.75;12.51;3.2;6.92;5.5;7.06;7.37
Prévisionnel;SAMSUNG ELECTRONICS CO., LTD.;Téléphones et appareils portatifs - Autres;Prévisions;KRW en Millions;Asie;Coree Du Sud;ROE;10.0;14.0;17.0;4.0;9.0;6.94;8.59;9.27
Prévisionnel;SAMSUNG ELECTRONICS CO., LTD.;Téléphones et appareils portatifs - Autres;Prévisions;KRW en Millions;Asie;Coree Du Sud;Leverage (Dette/EBITDA);Nan;Nan;Nan;Nan;Nan;Nan;Nan;Nan
Prévisionnel;SAMSUNG ELECTRONICS CO., LTD.;Téléphones et appareils portatifs - Autres;Prévisions;KRW en Millions;Asie;Coree Du Sud;Dette / Flux de trésorerie libre;Nan;Nan;Nan;Nan;Nan;Nan;Nan;Nan
Prévisionnel;SAMSUNG ELECTRONICS CO., LTD.;Téléphones et appareils portatifs - Autres;Prévisions;KRW en Millions;Asie;Coree Du Sud;CAPEX / CA (%);15.87;16.85;16.36;22.25;17.09;16.37;16.15;15.68
Prévisionnel;SAMSUNG ELECTRONICS CO., LTD.;Téléphones et appareils portatifs - Autres;Prévisions;KRW en Millions;Asie;Coree Du Sud;CAPEX / EBITDA (%);59.56;56.83;62.31;136.84;71.06;70.5;62.26;57.42
Prévisionnel;SAMSUNG ELECTRONICS CO., LTD.;Téléphones et appareils portatifs - Autres;Prévisions;KRW en Millions;Asie;Coree Du Sud;CAPEX / FCF (%);0.14;0.26;0.39;-0.43;0.24;0.24;0.19;0.16
Compte de résultat;SAP SE;Logiciel d'entreprise;Décembre;EUR en Millions;Europe;Allemagne;Chiffre d'affaires;27340.0;27840.0;30870.0;31210.0;34180.0;;;
Compte de résultat;SAP SE;Logiciel d'entreprise;Décembre;EUR en Millions;Europe;Allemagne;Total Chiffre d'affaires;27340.0;27840.0;30870.0;31210.0;34180.0;;;
Compte de résultat;SAP SE;Logiciel d'entreprise;Décembre;EUR en Millions;Europe;Allemagne;Coût des marchandises vendues, total;7880.0;7720.0;8700.0;8600.0;9160.0;;;
Compte de résultat;SAP SE;Logiciel d'entreprise;Décembre;EUR en Millions;Europe;Allemagne;Résultat Brut;19450.0;20120.0;22170.0;22600.0;25010.0;;;
Compte de résultat;SAP SE;Logiciel d'entreprise;Décembre;EUR en Millions;Europe;Allemagne;Frais de vente, généraux et administratifs, total;8460.0;9550.0;10580.0;9770.0;10280.0;;;
Compte de résultat;SAP SE;Logiciel d'entreprise;Décembre;EUR en Millions;Europe;Allemagne;Autres dépenses de fonctionnement;110.0;34.0;186.0;16.0;85.0;;;
Compte de résultat;SAP SE;Logiciel d'entreprise;Décembre;EUR en Millions;Europe;Allemagne;Autres dépenses de fonctionnement, total;13030.0;14760.0;16920.0;16100.0;16870.0;;;
Compte de résultat;SAP SE;Logiciel d'entreprise;Décembre;EUR en Millions;Europe;Allemagne;Résultat d'Exploitation;6430.0;5360.0;5240.0;6500.0;8140.0;;;
Compte de résultat;SAP SE;Logiciel d'entreprise;Décembre;EUR en Millions;Europe;Allemagne;Intérêts payés, total;-255.0;-210.0;-277.0;-639.0;-545.0;;;
Compte de résultat;SAP SE;Logiciel d'entreprise;Décembre;EUR en Millions;Europe;Allemagne;Intérêts perçus et revenus des placements;113.0;Nan;Nan;486.0;631.0;;;
Compte de résultat;SAP SE;Logiciel d'entreprise;Décembre;EUR en Millions;Europe;Allemagne;Charges d'intérêt nettes;-142.0;-210.0;-277.0;-153.0;86.0;;;
Compte de résultat;SAP SE;Logiciel d'entreprise;Décembre;EUR en Millions;Europe;Allemagne;Gains (pertes) de change;-154.0;49.0;-151.0;46.0;-246.0;;;
Compte de résultat;SAP SE;Logiciel d'entreprise;Décembre;EUR en Millions;Europe;Allemagne;Autres produits non opérationnels;-122.0;-543.0;-170.0;-192.0;-186.0;;;
Compte de résultat;SAP SE;Logiciel d'entreprise;Décembre;EUR en Millions;Europe;Allemagne;EBT, hors éléments non courants;6010.0;4650.0;4650.0;6200.0;7800.0;;;
Compte de résultat;SAP SE;Logiciel d'entreprise;Décembre;EUR en Millions;Europe;Allemagne;Charges de restructuration;3.0;-157.0;-138.0;-215.0;-3140.0;;;
Compte de résultat;SAP SE;Logiciel d'entreprise;Décembre;EUR en Millions;Europe;Allemagne;Gains (Pertes) sur le droit d'utilisation d'actifs;1020.0;2900.0;-982.0;-145.0;463.0;;;
Compte de résultat;SAP SE;Logiciel d'entreprise;Décembre;EUR en Millions;Europe;Allemagne;Autres éléments non courants;Nan;Nan;Nan;-155.0;22.0;;;
Compte de résultat;SAP SE;Logiciel d'entreprise;Décembre;EUR en Millions;Europe;Allemagne;EBT, elements non courants inclus;7220.0;6850.0;3090.0;5340.0;4760.0;;;
Compte de résultat;SAP SE;Logiciel d'entreprise;Décembre;EUR en Millions;Europe;Allemagne;Charge d'impôt;1940.0;1470.0;1380.0;1740.0;1610.0;;;
Compte de résultat;SAP SE;Logiciel d'entreprise;Décembre;EUR en Millions;Europe;Allemagne;Résultat des activités poursuivies;5280.0;5380.0;1710.0;3600.0;3150.0;;;
Compte de résultat;SAP SE;Logiciel d'entreprise;Décembre;EUR en Millions;Europe;Allemagne;Résultat net part du groupe;5280.0;5380.0;1710.0;5960.0;3150.0;;;
Compte de résultat;SAP SE;Logiciel d'entreprise;Décembre;EUR en Millions;Europe;Allemagne;Intérêts minoritaires;-138.0;-121.0;576.0;175.0;-26.0;;;
Compte de résultat;SAP SE;Logiciel d'entreprise;Décembre;EUR en Millions;Europe;Allemagne;Résultat net;5140.0;5260.0;2280.0;6140.0;3120.0;;;
Compte de résultat;SAP SE;Logiciel d'entreprise;Décembre;EUR en Millions;Europe;Allemagne;Résultat net pour les actionnaires ordinaires, éléments exceptionnels inclus.;5140.0;5260.0;2280.0;6140.0;3120.0;;;
Compte de résultat;SAP SE;Logiciel d'entreprise;Décembre;EUR en Millions;Europe;Allemagne;Bénéfice net par action - de base;4.35;4.45;1.95;5.26;2.68;;;
Compte de résultat;SAP SE;Logiciel d'entreprise;Décembre;EUR en Millions;Europe;Allemagne;BPA de base - Activités poursuivies;4.35;4.45;1.95;3.24;2.68;;;
Compte de résultat;SAP SE;Logiciel d'entreprise;Décembre;EUR en Millions;Europe;Allemagne;Moyenne pondérée des actions en circulation;1180.0;1180.0;1170.0;1170.0;1170.0;;;
Compte de résultat;SAP SE;Logiciel d'entreprise;Décembre;EUR en Millions;Europe;Allemagne;Bénéfice net par action - dilué;4.35;4.45;1.94;5.2;2.65;;;
Compte de résultat;SAP SE;Logiciel d'entreprise;Décembre;EUR en Millions;Europe;Allemagne;BPA dilué - Activités poursuivies;4.35;4.45;1.94;3.2;2.65;;;
Compte de résultat;SAP SE;Logiciel d'entreprise;Décembre;EUR en Millions;Europe;Allemagne;Moyenne pondérée diluée des actions en circulation;1180.0;1180.0;1180.0;1180.0;1180.0;;;
Compte de résultat;SAP SE;Logiciel d'entreprise;Décembre;EUR en Millions;Europe;Allemagne;BPA de base normalisé;3.06;2.36;2.97;3.47;4.16;;;
Compte de résultat;SAP SE;Logiciel d'entreprise;Décembre;EUR en Millions;Europe;Allemagne;BPA dilué normalisé;3.06;2.36;2.96;3.43;4.11;;;
Compte de résultat;SAP SE;Logiciel d'entreprise;Décembre;EUR en Millions;Europe;Allemagne;Dividende par action;1.85;1.95;2.05;2.2;2.35;;;
Compte de résultat;SAP SE;Logiciel d'entreprise;Décembre;EUR en Millions;Europe;Allemagne;Ratio de distribution;36.23;41.51;125.44;39.01;82.11;;;
Compte de résultat;SAP SE;Logiciel d'entreprise;Décembre;EUR en Millions;Europe;Allemagne;American Depositary Receipts Ratio (ADR);1.0;1.0;1.0;1.0;1.0;;;
Compte de résultat;SAP SE;Logiciel d'entreprise;Décembre;EUR en Millions;Europe;Allemagne;EBITDA;7560.0;6470.0;6410.0;7330.0;8910.0;;;
Compte de résultat;SAP SE;Logiciel d'entreprise;Décembre;EUR en Millions;Europe;Allemagne;EBITA;6850.0;5770.0;5700.0;6810.0;8400.0;;;
Compte de résultat;SAP SE;Logiciel d'entreprise;Décembre;EUR en Millions;Europe;Allemagne;EBIT;6430.0;5360.0;5240.0;6500.0;8140.0;;;
Compte de résultat;SAP SE;Logiciel d'entreprise;Décembre;EUR en Millions;Europe;Allemagne;EBITDAR;Nan;Nan;Nan;Nan;Nan;;;
Compte de résultat;SAP SE;Logiciel d'entreprise;Décembre;EUR en Millions;Europe;Allemagne;Total des impôts courants;1900.0;1970.0;1730.0;1950.0;1930.0;;;
Compte de résultat;SAP SE;Logiciel d'entreprise;Décembre;EUR en Millions;Europe;Allemagne;Total des impôts différés;42.0;-497.0;-352.0;-211.0;-320.0;;;
Compte de résultat;SAP SE;Logiciel d'entreprise;Décembre;EUR en Millions;Europe;Allemagne;Résultat net normalisé;3620.0;2790.0;3480.0;4050.0;4850.0;;;
Compte de résultat;SAP SE;Logiciel d'entreprise;Décembre;EUR en Millions;Europe;Allemagne;Intérêts sur la dette à long terme;Nan;Nan;Nan;Nan;Nan;;;
Compte de résultat;SAP SE;Logiciel d'entreprise;Décembre;EUR en Millions;Europe;Allemagne;Provisions de pension;93.0;62.0;22.0;57.0;39.0;;;
Compte de résultat;SAP SE;Logiciel d'entreprise;Décembre;EUR en Millions;Europe;Allemagne;Dépense de marketing;7110.0;7140.0;8520.0;8420.0;8860.0;;;
Compte de résultat;SAP SE;Logiciel d'entreprise;Décembre;EUR en Millions;Europe;Allemagne;Dépenses générales et administratives;1360.0;2410.0;2060.0;1350.0;1420.0;;;
Compte de résultat;SAP SE;Logiciel d'entreprise;Décembre;EUR en Millions;Europe;Allemagne;Dépense en recherche et de développement;4450.0;5380.0;6380.0;6400.0;6600.0;;;
Compte de résultat;SAP SE;Logiciel d'entreprise;Décembre;EUR en Millions;Europe;Allemagne;Charges locatives nettes, total;Nan;Nan;Nan;Nan;Nan;;;
Compte de résultat;SAP SE;Logiciel d'entreprise;Décembre;EUR en Millions;Europe;Allemagne;Charges d'intérêts imputées au titre des contrats de location;Nan;Nan;Nan;Nan;Nan;;;
Compte de résultat;SAP SE;Logiciel d'entreprise;Décembre;EUR en Millions;Europe;Allemagne;Amortissement imputé des contrats de location simple;Nan;Nan;Nan;Nan;Nan;;;
Compte de résultat;SAP SE;Logiciel d'entreprise;Décembre;EUR en Millions;Europe;Allemagne;Rémunération payée en actions, autres (total);1.0;1.0;Nan;1.0;1.0;;;
Compte de résultat;SAP SE;Logiciel d'entreprise;Décembre;EUR en Millions;Europe;Allemagne;Total des rémunérations fondées sur des actions;1080.0;2790.0;2620.0;2220.0;2380.0;;;
Bilan;SAP SE;Logiciel d'entreprise;Décembre;EUR en Millions;Europe;Allemagne;Intérêts minoritaires;-138.0;-121.0;576.0;175.0;-26.0;;;
Bilan;SAP SE;Logiciel d'entreprise;Décembre;EUR en Millions;Europe;Allemagne;Trésorerie et équivalents;5310.0;8900.0;9010.0;8120.0;9610.0;;;
Bilan;SAP SE;Logiciel d'entreprise;Décembre;EUR en Millions;Europe;Allemagne;Valeur mobilières de placement (VMP) à court terme;1560.0;2680.0;689.0;3160.0;1480.0;;;
Bilan;SAP SE;Logiciel d'entreprise;Décembre;EUR en Millions;Europe;Allemagne;Total des liquidités et VMP;6870.0;11580.0;9700.0;11280.0;11090.0;;;
Bilan;SAP SE;Logiciel d'entreprise;Décembre;EUR en Millions;Europe;Allemagne;Créances clients, total;6200.0;5890.0;5780.0;5890.0;6230.0;;;
Bilan;SAP SE;Logiciel d'entreprise;Décembre;EUR en Millions;Europe;Allemagne;Autres créances;814.0;1090.0;985.0;1080.0;1510.0;;;
Bilan;SAP SE;Logiciel d'entreprise;Décembre;EUR en Millions;Europe;Allemagne;Total des créances;7090.0;7050.0;6870.0;7070.0;7830.0;;;
Bilan;SAP SE;Logiciel d'entreprise;Décembre;EUR en Millions;Europe;Allemagne;Dépenses payées d'avance;495.0;588.0;828.0;844.0;988.0;;;
Bilan;SAP SE;Logiciel d'entreprise;Décembre;EUR en Millions;Europe;Allemagne;Autres actifs à court terme, total;616.0;826.0;1130.0;1380.0;1500.0;;;
Bilan;SAP SE;Logiciel d'entreprise;Décembre;EUR en Millions;Europe;Allemagne;Total de l'actif circulant;15070.0;20040.0;18520.0;20570.0;21400.0;;;
Bilan;SAP SE;Logiciel d'entreprise;Décembre;EUR en Millions;Europe;Allemagne;Immobilisations corporelles nettes;4940.0;4900.0;4790.0;4110.0;4340.0;;;
Bilan;SAP SE;Logiciel d'entreprise;Décembre;EUR en Millions;Europe;Allemagne;Investissements à long terme;3200.0;5970.0;5290.0;5100.0;6540.0;;;
Bilan;SAP SE;Logiciel d'entreprise;Décembre;EUR en Millions;Europe;Allemagne;Goodwill;27560.0;31090.0;33110.0;29090.0;31150.0;;;
Bilan;SAP SE;Logiciel d'entreprise;Décembre;EUR en Millions;Europe;Allemagne;Autres immobilisations incorporelles, total;3780.0;3970.0;3840.0;2500.0;2710.0;;;
Bilan;SAP SE;Logiciel d'entreprise;Décembre;EUR en Millions;Europe;Allemagne;Prêts à long terme;151.0;107.0;129.0;192.0;231.0;;;
Bilan;SAP SE;Logiciel d'entreprise;Décembre;EUR en Millions;Europe;Allemagne;Actifs d'impôts différés à long terme;1170.0;1780.0;2060.0;2190.0;2680.0;;;
Bilan;SAP SE;Logiciel d'entreprise;Décembre;EUR en Millions;Europe;Allemagne;Autres actifs à long terme, total;873.0;982.0;1400.0;1410.0;1590.0;;;
Bilan;SAP SE;Logiciel d'entreprise;Décembre;EUR en Millions;Europe;Allemagne;Total des actifs;58470.0;71170.0;72160.0;68340.0;74120.0;;;
Bilan;SAP SE;Logiciel d'entreprise;Décembre;EUR en Millions;Europe;Allemagne;Comptes à payer, total;1210.0;1580.0;2150.0;1780.0;1990.0;;;
Bilan;SAP SE;Logiciel d'entreprise;Décembre;EUR en Millions;Europe;Allemagne;Charges à payer, total;4640.0;5200.0;4820.0;5650.0;5530.0;;;
Bilan;SAP SE;Logiciel d'entreprise;Décembre;EUR en Millions;Europe;Allemagne;Emprunts à court terme;931.0;931.0;928.0;Nan;2750.0;;;
Bilan;SAP SE;Logiciel d'entreprise;Décembre;EUR en Millions;Europe;Allemagne;Part à court terme de la dette à long terme;552.0;2830.0;3060.0;1140.0;888.0;;;
Bilan;SAP SE;Logiciel d'entreprise;Décembre;EUR en Millions;Europe;Allemagne;Part à court terme des contrats de location;380.0;407.0;349.0;294.0;295.0;;;
Bilan;SAP SE;Logiciel d'entreprise;Décembre;EUR en Millions;Europe;Allemagne;Impôts sur le revenu à payer;414.0;304.0;283.0;266.0;585.0;;;
Bilan;SAP SE;Logiciel d'entreprise;Décembre;EUR en Millions;Europe;Allemagne;Revenus collectés avant livraison du produit/service;4150.0;4430.0;5310.0;4980.0;5980.0;;;
Bilan;SAP SE;Logiciel d'entreprise;Décembre;EUR en Millions;Europe;Allemagne;Autres passifs à court terme;559.0;451.0;564.0;533.0;1060.0;;;
Bilan;SAP SE;Logiciel d'entreprise;Décembre;EUR en Millions;Europe;Allemagne;Total du passif circulant;12840.0;16140.0;17450.0;14640.0;19080.0;;;
Bilan;SAP SE;Logiciel d'entreprise;Décembre;EUR en Millions;Europe;Allemagne;Dette à long terme;11860.0;9240.0;6960.0;6030.0;5300.0;;;
Bilan;SAP SE;Logiciel d'entreprise;Décembre;EUR en Millions;Europe;Allemagne;Contrats de location à long terme;1740.0;1740.0;1790.0;1330.0;1420.0;;;
Bilan;SAP SE;Logiciel d'entreprise;Décembre;EUR en Millions;Europe;Allemagne;Pensions et autres avantages postérieurs à l'emploi;Nan;Nan;Nan;Nan;Nan;;;
Bilan;SAP SE;Logiciel d'entreprise;Décembre;EUR en Millions;Europe;Allemagne;Autres passifs non courants;1910.0;2230.0;2830.0;2640.0;2210.0;;;
Bilan;SAP SE;Logiciel d'entreprise;Décembre;EUR en Millions;Europe;Allemagne;Total du passif;28540.0;29650.0;29310.0;24930.0;28310.0;;;
Bilan;SAP SE;Logiciel d'entreprise;Décembre;EUR en Millions;Europe;Allemagne;Actions ordinaires, total;1230.0;1230.0;1230.0;1230.0;1230.0;;;
Bilan;SAP SE;Logiciel d'entreprise;Décembre;EUR en Millions;Europe;Allemagne;Primes d'émissions d'actions;545.0;1920.0;3080.0;1840.0;2560.0;;;
Bilan;SAP SE;Logiciel d'entreprise;Décembre;EUR en Millions;Europe;Allemagne;Bénéfices non distribués sur l'exercice;32030.0;37020.0;36420.0;42460.0;42910.0;;;
Bilan;SAP SE;Logiciel d'entreprise;Décembre;EUR en Millions;Europe;Allemagne;Actions détenues en propre;-3070.0;-3070.0;-4340.0;-4740.0;-5950.0;;;
Bilan;SAP SE;Logiciel d'entreprise;Décembre;EUR en Millions;Europe;Allemagne;Résultat global et autres;-1010.0;1760.0;3800.0;2370.0;4690.0;;;
Bilan;SAP SE;Logiciel d'entreprise;Décembre;EUR en Millions;Europe;Allemagne;Total des fonds propres ordinaires;29720.0;38850.0;40190.0;43160.0;45440.0;;;
Bilan;SAP SE;Logiciel d'entreprise;Décembre;EUR en Millions;Europe;Allemagne;Total des capitaux propres;29930.0;41520.0;42850.0;43410.0;45810.0;;;
Bilan;SAP SE;Logiciel d'entreprise;Décembre;EUR en Millions;Europe;Allemagne;Total du passif et des capitaux propres;58470.0;71170.0;72160.0;68340.0;74120.0;;;
Bilan;SAP SE;Logiciel d'entreprise;Décembre;EUR en Millions;Europe;Allemagne;ECS Nombre total d'actions en circulation à la date de dépôt;1180.0;1180.0;1170.0;1170.0;1170.0;;;
Bilan;SAP SE;Logiciel d'entreprise;Décembre;EUR en Millions;Europe;Allemagne;ECS Total des actions ordinaires en circulation;1180.0;1180.0;1170.0;1170.0;1170.0;;;
Bilan;SAP SE;Logiciel d'entreprise;Décembre;EUR en Millions;Europe;Allemagne;Actif net par action;25.19;32.94;34.43;36.97;38.95;;;
Bilan;SAP SE;Logiciel d'entreprise;Décembre;EUR en Millions;Europe;Allemagne;Actif corporel net;-1630.0;3800.0;3240.0;11560.0;11590.0;;;
Bilan;SAP SE;Logiciel d'entreprise;Décembre;EUR en Millions;Europe;Allemagne;Actif corporel net par action;-1.38;3.22;2.78;9.91;9.93;;;
Bilan;SAP SE;Logiciel d'entreprise;Décembre;EUR en Millions;Europe;Allemagne;Total de la dette;15460.0;15150.0;13080.0;8790.0;10650.0;;;
Bilan;SAP SE;Logiciel d'entreprise;Décembre;EUR en Millions;Europe;Allemagne;Dette nette;8600.0;3570.0;3390.0;-2490.0;-436.0;;;
Bilan;SAP SE;Logiciel d'entreprise;Décembre;EUR en Millions;Europe;Allemagne;Dette relative aux PBO non financés;241.0;225.0;114.0;169.0;201.0;;;
Bilan;SAP SE;Logiciel d'entreprise;Décembre;EUR en Millions;Europe;Allemagne;Dette relative aux contrats de location;Nan;Nan;Nan;Nan;Nan;;;
Bilan;SAP SE;Logiciel d'entreprise;Décembre;EUR en Millions;Europe;Allemagne;Intérêts minoritaires, total (y compris la division financière);211.0;2670.0;2660.0;249.0;368.0;;;
Bilan;SAP SE;Logiciel d'entreprise;Décembre;EUR en Millions;Europe;Allemagne;Investissements selon la méthode de la mise en équivalence, total;14.0;155.0;151.0;135.0;144.0;;;
Bilan;SAP SE;Logiciel d'entreprise;Décembre;EUR en Millions;Europe;Allemagne;Code comptable - Valorisation des stocks;3.0;3.0;3.0;3.0;3.0;;;
Bilan;SAP SE;Logiciel d'entreprise;Décembre;EUR en Millions;Europe;Allemagne;Employés à temps plein;102.0;107.0;112.0;108.0;109.0;;;
Flux de trésorerie;SAP SE;Logiciel d'entreprise;Décembre;EUR en Millions;Europe;Allemagne;Résultat net;5140.0;5260.0;2280.0;6140.0;3120.0;;;
Flux de trésorerie;SAP SE;Logiciel d'entreprise;Décembre;EUR en Millions;Europe;Allemagne;Dépréciation et amortissement - CF;1110.0;1100.0;1130.0;845.0;799.0;;;
Flux de trésorerie;SAP SE;Logiciel d'entreprise;Décembre;EUR en Millions;Europe;Allemagne;Dépréciation du goodwill et des actifs intangibles;420.0;412.0;458.0;305.0;253.0;;;
Flux de trésorerie;SAP SE;Logiciel d'entreprise;Décembre;EUR en Millions;Europe;Allemagne;Amortissements et dépréciations, Total;1530.0;1510.0;1590.0;1150.0;1050.0;;;
Flux de trésorerie;SAP SE;Logiciel d'entreprise;Décembre;EUR en Millions;Europe;Allemagne;Amortissement des charges différées, Total - (CF);299.0;266.0;308.0;223.0;228.0;;;
Flux de trésorerie;SAP SE;Logiciel d'entreprise;Décembre;EUR en Millions;Europe;Allemagne;Autres activités d'exploitation, total;800.0;-341.0;-934.0;-2550.0;-283.0;;;
Flux de trésorerie;SAP SE;Logiciel d'entreprise;Décembre;EUR en Millions;Europe;Allemagne;Variation des créances;821.0;414.0;149.0;-393.0;-247.0;;;
Flux de trésorerie;SAP SE;Logiciel d'entreprise;Décembre;EUR en Millions;Europe;Allemagne;Variation des dettes fournisseurs;293.0;475.0;163.0;633.0;603.0;;;
Flux de trésorerie;SAP SE;Logiciel d'entreprise;Décembre;EUR en Millions;Europe;Allemagne;Variation des revenus collectés avant livraison;128.0;100.0;685.0;443.0;869.0;;;
Flux de trésorerie;SAP SE;Logiciel d'entreprise;Décembre;EUR en Millions;Europe;Allemagne;Variation des autres actifs nets d'exploitation;-583.0;-717.0;-1220.0;-710.0;-602.0;;;
